Timestamp,ID,Day,Description,Duration,DurationAsString,Segments
15/05/2022 19:05:03,XoyogQMtou,20220515-19:05:00,Walking,2381424,00:39:41,3
15/05/2022 19:05:25,MQuJSTvjwm,20220515-19:05:24,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 19:06:37,ZKzypbKq0X,20220515-19:06:35,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 19:06:52,Vxsi0L570e,20220515-19:06:48,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 19:06:57,vCTkloMaa0,20220515-19:07:02,Unknown (unable to detect activity),66419000,18:26:59,21
15/05/2022 19:06:57,vCTkloMaa0,20220515-19:07:02,Other (unclassified fitness activity),17520000,04:52:00,12
15/05/2022 19:06:58,vCTkloMaa0,20220515-19:07:02,Walking,2460000,00:41:00,8
15/05/2022 19:07:01,MQuJSTvjwm,20220515-19:07:00,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 19:08:55,vCTkloMaa0,20220515-19:09:00,Unknown (unable to detect activity),66419000,18:26:59,21
15/05/2022 19:08:55,vCTkloMaa0,20220515-19:09:00,Other (unclassified fitness activity),17520000,04:52:00,12
15/05/2022 19:08:56,vCTkloMaa0,20220515-19:09:00,Walking,2460000,00:41:00,8
15/05/2022 19:09:00,ZKzypbKq0X,20220515-19:08:59,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 19:09:19,IzZzhqcNgb,20220515-19:09:18,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 19:10:57,QNCD3NFtji,20220515-19:10:55,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 19:12:02,D39iyp2dlm,20220515-19:09:06,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 19:13:39,qpVAySE9Lx,20220515-19:10:04,Unknown (unable to detect activity),86399000,23:59:59,1
15/05/2022 20:25:21,WPooa9cRhe,20220515-20:25:19,In vehicle,3099475,00:51:39,3
15/05/2022 20:25:21,WPooa9cRhe,20220515-20:25:19,Unknown (unable to detect activity),82139652,22:48:59,4
15/05/2022 20:25:22,WPooa9cRhe,20220515-20:25:19,Walking,1159873,00:19:19,3
16/05/2022 00:13:40,f6A3OzDRfU,20220511-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:41,f6A3OzDRfU,20220510-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:41,f6A3OzDRfU,20220516-00:13:39,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:42,f6A3OzDRfU,20220512-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:42,f6A3OzDRfU,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:42,f6A3OzDRfU,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:45,f6A3OzDRfU,20220510-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:45,f6A3OzDRfU,20220511-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:46,f6A3OzDRfU,20220512-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:47,f6A3OzDRfU,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:47,f6A3OzDRfU,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:47,f6A3OzDRfU,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:50,f6A3OzDRfU,20220511-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:50,f6A3OzDRfU,20220512-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:51,f6A3OzDRfU,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:51,f6A3OzDRfU,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 00:13:52,f6A3OzDRfU,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:04,QNCD3NFtji,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:07,MQuJSTvjwm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:08,MQuJSTvjwm,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:09,MQuJSTvjwm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:09,IzZzhqcNgb,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:09,MQuJSTvjwm,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:10,MQuJSTvjwm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:11,MQuJSTvjwm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:11,MQuJSTvjwm,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:12,MQuJSTvjwm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:12,MQuJSTvjwm,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:13,MQuJSTvjwm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:13,MQuJSTvjwm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:14,MQuJSTvjwm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:14,MQuJSTvjwm,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:15,MQuJSTvjwm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:15,MQuJSTvjwm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:16,MQuJSTvjwm,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:17,MQuJSTvjwm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:18,MQuJSTvjwm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:18,MQuJSTvjwm,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:19,MQuJSTvjwm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:00:20,MQuJSTvjwm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:03:06,Vxsi0L570e,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:03:06,D39iyp2dlm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:03:06,Vxsi0L570e,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:03:07,D39iyp2dlm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:16:54,qpVAySE9Lx,20220512-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:16:54,qpVAySE9Lx,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:16:55,qpVAySE9Lx,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 16:16:55,qpVAySE9Lx,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:02:52,QNCD3NFtji,20220516-19:02:56,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:03:01,D39iyp2dlm,20220516-19:00:04,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:03:02,vCTkloMaa0,20220516-19:03:07,Unknown (unable to detect activity),75539000,20:58:59,14
16/05/2022 19:03:02,vCTkloMaa0,20220516-19:03:07,Walking,2100000,00:35:00,6
16/05/2022 19:03:03,vCTkloMaa0,20220516-19:03:07,Other (unclassified fitness activity),8760000,02:26:00,7
16/05/2022 19:04:17,XoyogQMtou,20220516-19:04:14,Unknown (unable to detect activity),83994000,23:19:54,3
16/05/2022 19:04:17,XoyogQMtou,20220516-19:04:14,Walking,2405000,00:40:05,2
16/05/2022 19:04:43,MQuJSTvjwm,20220516-19:04:39,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:04:57,D39iyp2dlm,20220516-19:02:00,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:04:58,qpVAySE9Lx,20220516-19:01:23,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:05:57,D39iyp2dlm,20220516-19:03:00,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:05:59,ydun27JYqN,20220516-19:06:04,Unknown (unable to detect activity),77399000,21:29:59,10
16/05/2022 19:05:59,ydun27JYqN,20220516-19:06:04,Walking,1860000,00:31:00,4
16/05/2022 19:05:59,ydun27JYqN,20220516-19:06:04,Other (unclassified fitness activity),7140000,01:59:00,5
16/05/2022 19:06:07,WPooa9cRhe,20220516-19:06:05,Unknown (unable to detect activity),80772603,22:26:12,10
16/05/2022 19:06:07,WPooa9cRhe,20220516-19:06:05,Walking,4108153,01:08:28,9
16/05/2022 19:06:07,WPooa9cRhe,20220516-19:06:05,In vehicle,1518243,00:25:18,2
16/05/2022 19:08:07,Vxsi0L570e,20220516-19:08:04,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:08:35,qpVAySE9Lx,20220516-19:05:00,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 19:10:15,XoyogQMtou,20220516-19:10:05,Unknown (unable to detect activity),83994000,23:19:54,3
16/05/2022 19:10:15,XoyogQMtou,20220516-19:10:05,Walking,2405000,00:40:05,2
16/05/2022 19:11:58,D39iyp2dlm,20220516-19:09:02,Unknown (unable to detect activity),86399000,23:59:59,1
16/05/2022 20:08:38,WPooa9cRhe,20220515-17:59:59,In vehicle,2173288,00:36:13,2
16/05/2022 20:08:38,WPooa9cRhe,20220515-17:59:59,Unknown (unable to detect activity),73047128,20:17:27,11
16/05/2022 20:08:39,WPooa9cRhe,20220515-17:59:59,Other (unclassified fitness activity),4260000,01:11:00,4
16/05/2022 20:08:39,WPooa9cRhe,20220515-17:59:59,Walking,6498584,01:48:18,8
16/05/2022 20:08:39,WPooa9cRhe,20220515-17:59:59,Running,420000,00:07:00,1
16/05/2022 20:08:44,WPooa9cRhe,20220514-17:59:59,Unknown (unable to detect activity),69085880,19:11:25,14
16/05/2022 20:08:44,WPooa9cRhe,20220514-17:59:59,Walking,5001828,01:23:21,8
16/05/2022 20:08:45,WPooa9cRhe,20220514-17:59:59,Other (unclassified fitness activity),10980000,03:03:00,8
16/05/2022 20:08:45,WPooa9cRhe,20220514-17:59:59,In vehicle,1331232,00:22:11,5
16/05/2022 20:08:52,WPooa9cRhe,20220513-17:59:59,Unknown (unable to detect activity),78541925,21:49:01,12
16/05/2022 20:08:52,WPooa9cRhe,20220513-17:59:59,Walking,3029410,00:50:29,9
16/05/2022 20:08:53,WPooa9cRhe,20220513-17:59:59,Other (unclassified fitness activity),3600000,01:00:00,2
16/05/2022 20:08:53,WPooa9cRhe,20220513-17:59:59,In vehicle,1227664,00:20:27,1
16/05/2022 20:09:02,WPooa9cRhe,20220511-17:59:59,Unknown (unable to detect activity),78790019,21:53:10,12
16/05/2022 20:09:02,WPooa9cRhe,20220511-17:59:59,Other (unclassified fitness activity),3180000,00:53:00,3
16/05/2022 20:09:02,WPooa9cRhe,20220511-17:59:59,Walking,4128981,01:08:48,8
16/05/2022 20:09:03,WPooa9cRhe,20220511-17:59:59,Running,300000,00:05:00,1
16/05/2022 20:09:17,WPooa9cRhe,20220510-17:59:59,Unknown (unable to detect activity),79971684,22:12:51,6
16/05/2022 20:09:17,WPooa9cRhe,20220510-17:59:59,Other (unclassified fitness activity),3420000,00:57:00,2
16/05/2022 20:09:17,WPooa9cRhe,20220510-17:59:59,Walking,2401186,00:40:01,7
16/05/2022 20:09:18,WPooa9cRhe,20220510-17:59:59,In vehicle,606130,00:10:06,2
16/05/2022 20:10:35,WPooa9cRhe,20220512-17:59:59,Unknown (unable to detect activity),76181358,21:09:41,14
16/05/2022 20:10:36,WPooa9cRhe,20220512-17:59:59,Other (unclassified fitness activity),6660000,01:51:00,6
16/05/2022 20:10:36,WPooa9cRhe,20220512-17:59:59,Walking,2543714,00:42:23,6
16/05/2022 20:10:36,WPooa9cRhe,20220512-17:59:59,In vehicle,1013928,00:16:53,2
17/05/2022 09:40:00,D39iyp2dlm,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 09:40:01,D39iyp2dlm,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 09:45:47,D39iyp2dlm,20220517-09:42:50,Unknown (unable to detect activity),78719000,21:51:59,11
17/05/2022 09:45:47,D39iyp2dlm,20220517-09:42:50,Walking,1740000,00:29:00,5
17/05/2022 09:45:48,D39iyp2dlm,20220517-09:42:50,Other (unclassified fitness activity),5940000,01:39:00,5
17/05/2022 16:00:07,MQuJSTvjwm,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:00:10,IzZzhqcNgb,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:01,D39iyp2dlm,20220515-17:59:59,Unknown (unable to detect activity),60419000,16:46:59,31
17/05/2022 16:03:01,D39iyp2dlm,20220515-17:59:59,Other (unclassified fitness activity),13140000,03:39:00,8
17/05/2022 16:03:02,D39iyp2dlm,20220515-17:59:59,Walking,12840000,03:34:00,22
17/05/2022 16:03:38,qpVAySE9Lx,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:39,qpVAySE9Lx,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:40,qpVAySE9Lx,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:40,qpVAySE9Lx,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:41,qpVAySE9Lx,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:42,qpVAySE9Lx,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:42,qpVAySE9Lx,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:43,qpVAySE9Lx,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:44,qpVAySE9Lx,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:44,qpVAySE9Lx,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:45,qpVAySE9Lx,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:46,qpVAySE9Lx,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:46,qpVAySE9Lx,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:47,qpVAySE9Lx,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:03:48,qpVAySE9Lx,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:26:25,Vxsi0L570e,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:26:26,Vxsi0L570e,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:26:26,Vxsi0L570e,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:44:55,QNCD3NFtji,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 16:44:55,QNCD3NFtji,20220516-17:59:59,Unknown (unable to detect activity),82379000,22:52:59,7
17/05/2022 16:44:56,QNCD3NFtji,20220516-17:59:59,Walking,1680000,00:28:00,4
17/05/2022 16:44:56,QNCD3NFtji,20220516-17:59:59,Other (unclassified fitness activity),2340000,00:39:00,2
17/05/2022 19:00:57,ydun27JYqN,20220517-19:01:01,Other (unclassified fitness activity),3660000,01:01:00,4
17/05/2022 19:00:57,ydun27JYqN,20220517-19:01:01,Unknown (unable to detect activity),77579000,21:32:59,14
17/05/2022 19:00:57,ydun27JYqN,20220517-19:01:01,Walking,5160000,01:26:00,10
17/05/2022 19:03:03,vCTkloMaa0,20220517-19:03:07,Other (unclassified fitness activity),4500000,01:15:00,5
17/05/2022 19:03:03,vCTkloMaa0,20220517-19:03:07,Unknown (unable to detect activity),80879000,22:27:59,8
17/05/2022 19:03:04,vCTkloMaa0,20220517-19:03:07,Walking,1020000,00:17:00,3
17/05/2022 19:04:33,IzZzhqcNgb,20220517-19:04:31,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 19:06:51,qpVAySE9Lx,20220517-19:03:14,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 19:06:54,XoyogQMtou,20220517-19:06:52,Unknown (unable to detect activity),84411594,23:26:51,5
17/05/2022 19:06:54,XoyogQMtou,20220517-19:06:52,Walking,1987406,00:33:07,4
17/05/2022 19:07:17,vCTkloMaa0,20220517-19:07:21,Other (unclassified fitness activity),4500000,01:15:00,5
17/05/2022 19:07:17,vCTkloMaa0,20220517-19:07:21,Unknown (unable to detect activity),80879000,22:27:59,8
17/05/2022 19:07:17,vCTkloMaa0,20220517-19:07:21,Walking,1020000,00:17:00,3
17/05/2022 19:08:02,IzZzhqcNgb,20220517-19:07:59,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 19:11:41,qpVAySE9Lx,20220517-19:08:04,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 19:12:37,Vxsi0L570e,20220517-19:12:34,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 19:14:12,MQuJSTvjwm,20220517-19:14:08,Unknown (unable to detect activity),86399000,23:59:59,1
17/05/2022 19:33:34,D39iyp2dlm,20220517-19:30:36,Unknown (unable to detect activity),69839000,19:23:59,19
17/05/2022 19:33:35,D39iyp2dlm,20220517-19:30:36,Walking,3840000,01:04:00,9
17/05/2022 19:33:35,D39iyp2dlm,20220517-19:30:36,Other (unclassified fitness activity),12720000,03:32:00,9
17/05/2022 23:04:02,QNCD3NFtji,20220517-23:04:07,Unknown (unable to detect activity),81359000,22:35:59,9
17/05/2022 23:04:03,QNCD3NFtji,20220517-23:04:07,Walking,1140000,00:19:00,4
17/05/2022 23:04:03,QNCD3NFtji,20220517-23:04:07,Other (unclassified fitness activity),3900000,01:05:00,4
18/05/2022 16:00:07,ZKzypbKq0X,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:00:08,ZKzypbKq0X,20220517-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:00:09,ZKzypbKq0X,20220513-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:00:09,ZKzypbKq0X,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:00:09,ZKzypbKq0X,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:00:49,Vxsi0L570e,20220517-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:00:50,Vxsi0L570e,20220515-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:00:50,Vxsi0L570e,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:01:37,IzZzhqcNgb,20220517-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:01:37,IzZzhqcNgb,20220514-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:09:49,qpVAySE9Lx,20220517-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 16:37:34,QNCD3NFtji,20220517-17:59:59,Unknown (unable to detect activity),81359000,22:35:59,9
18/05/2022 16:37:35,QNCD3NFtji,20220517-17:59:59,Walking,1140000,00:19:00,4
18/05/2022 16:37:35,QNCD3NFtji,20220517-17:59:59,Other (unclassified fitness activity),3900000,01:05:00,4
18/05/2022 19:02:14,XoyogQMtou,20220518-19:02:12,Unknown (unable to detect activity),82594769,22:56:34,7
18/05/2022 19:02:14,XoyogQMtou,20220518-19:02:12,Walking,3804220,01:03:24,10
18/05/2022 19:07:12,vCTkloMaa0,20220518-19:07:16,Other (unclassified fitness activity),7440000,02:04:00,8
18/05/2022 19:07:12,vCTkloMaa0,20220518-19:07:16,Unknown (unable to detect activity),77339000,21:28:59,14
18/05/2022 19:07:13,vCTkloMaa0,20220518-19:07:16,Walking,1620000,00:27:00,6
18/05/2022 19:07:58,ZKzypbKq0X,20220518-19:07:56,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 19:08:00,ZKzypbKq0X,20220518-19:07:59,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 19:08:03,Vxsi0L570e,20220518-19:08:00,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 19:09:18,qpVAySE9Lx,20220518-19:05:41,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 19:10:29,ydun27JYqN,20220518-19:10:33,Unknown (unable to detect activity),81359000,22:35:59,9
18/05/2022 19:10:29,ydun27JYqN,20220518-19:10:33,Walking,1800000,00:30:00,4
18/05/2022 19:10:30,ydun27JYqN,20220518-19:10:33,Other (unclassified fitness activity),3240000,00:54:00,4
18/05/2022 19:11:37,qpVAySE9Lx,20220518-19:08:00,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 19:12:04,D39iyp2dlm,20220518-19:09:07,Unknown (unable to detect activity),59879000,16:37:59,31
18/05/2022 19:12:05,D39iyp2dlm,20220518-19:09:07,Walking,11040000,03:04:00,19
18/05/2022 19:12:05,D39iyp2dlm,20220518-19:09:07,Other (unclassified fitness activity),15480000,04:18:00,11
18/05/2022 19:18:21,IzZzhqcNgb,20220518-19:18:19,Unknown (unable to detect activity),86399000,23:59:59,1
18/05/2022 19:50:09,WPooa9cRhe,20220518-19:50:06,Unknown (unable to detect activity),75099701,20:51:39,16
18/05/2022 19:50:10,WPooa9cRhe,20220518-19:50:06,Walking,5061764,01:24:21,13
18/05/2022 19:50:10,WPooa9cRhe,20220518-19:50:06,In vehicle,4257534,01:10:57,3
18/05/2022 19:50:10,WPooa9cRhe,20220518-19:50:06,Other (unclassified fitness activity),1980000,00:33:00,2
19/05/2022 16:01:42,Vxsi0L570e,20220518-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 16:01:43,Vxsi0L570e,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 16:01:43,Vxsi0L570e,20220517-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 16:02:46,IzZzhqcNgb,20220517-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 16:04:23,WPooa9cRhe,20220517-17:59:59,Unknown (unable to detect activity),78640348,21:50:40,14
19/05/2022 16:04:23,WPooa9cRhe,20220517-17:59:59,In vehicle,858652,00:14:18,1
19/05/2022 16:04:24,WPooa9cRhe,20220517-17:59:59,Other (unclassified fitness activity),2940000,00:49:00,3
19/05/2022 16:04:24,WPooa9cRhe,20220517-17:59:59,Walking,3960000,01:06:00,9
19/05/2022 16:05:52,qpVAySE9Lx,20220518-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 16:05:53,qpVAySE9Lx,20220517-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 16:08:05,QNCD3NFtji,20220518-17:59:59,Unknown (unable to detect activity),85739000,23:48:59,3
19/05/2022 16:08:06,QNCD3NFtji,20220518-17:59:59,Walking,660000,00:11:00,2
19/05/2022 16:08:06,QNCD3NFtji,20220517-17:59:59,Unknown (unable to detect activity),81359000,22:35:59,9
19/05/2022 16:08:06,QNCD3NFtji,20220517-17:59:59,Walking,1140000,00:19:00,4
19/05/2022 16:08:07,QNCD3NFtji,20220517-17:59:59,Other (unclassified fitness activity),3900000,01:05:00,4
19/05/2022 16:10:18,MQuJSTvjwm,20220518-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 16:10:19,MQuJSTvjwm,20220516-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 16:10:20,MQuJSTvjwm,20220517-17:59:59,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 19:01:19,MQuJSTvjwm,20220519-19:01:15,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 19:01:21,XoyogQMtou,20220519-19:01:18,Unknown (unable to detect activity),83946000,23:19:06,3
19/05/2022 19:01:22,XoyogQMtou,20220519-19:01:18,Walking,2453000,00:40:53,2
19/05/2022 19:05:10,MQuJSTvjwm,20220519-19:05:07,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 19:05:53,vCTkloMaa0,20220519-19:05:58,Walking,2400000,00:40:00,6
19/05/2022 19:05:54,vCTkloMaa0,20220519-19:05:58,Unknown (unable to detect activity),72059000,20:00:59,12
19/05/2022 19:05:54,vCTkloMaa0,20220519-19:05:58,Other (unclassified fitness activity),11940000,03:19:00,7
19/05/2022 19:06:10,MQuJSTvjwm,20220519-19:06:06,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 19:06:53,ZKzypbKq0X,20220519-19:06:57,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 19:07:04,MQuJSTvjwm,20220519-19:07:00,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 19:07:57,QNCD3NFtji,20220519-19:08:02,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 19:09:55,vCTkloMaa0,20220519-19:09:59,Walking,2400000,00:40:00,6
19/05/2022 19:09:55,vCTkloMaa0,20220519-19:09:59,Unknown (unable to detect activity),72059000,20:00:59,12
19/05/2022 19:09:56,vCTkloMaa0,20220519-19:09:59,Other (unclassified fitness activity),11940000,03:19:00,7
19/05/2022 19:11:21,Vxsi0L570e,20220519-19:11:18,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 19:16:28,D39iyp2dlm,20220519-19:13:28,Unknown (unable to detect activity),73979000,20:32:59,12
19/05/2022 19:16:29,D39iyp2dlm,20220519-19:13:28,Other (unclassified fitness activity),6960000,01:56:00,3
19/05/2022 19:16:29,D39iyp2dlm,20220519-19:13:28,Walking,5460000,01:31:00,8
19/05/2022 19:16:59,qpVAySE9Lx,20220519-19:13:21,Unknown (unable to detect activity),86399000,23:59:59,1
19/05/2022 20:02:49,WPooa9cRhe,20220519-20:02:47,Unknown (unable to detect activity),83952827,23:19:12,7
19/05/2022 20:02:49,WPooa9cRhe,20220519-20:02:47,Walking,898519,00:14:58,5
19/05/2022 20:02:49,WPooa9cRhe,20220519-20:02:47,In vehicle,1547653,00:25:47,3
20/05/2022 08:21:24,QNCD3NFtji,20220517-17:59:59,Unknown (unable to detect activity),81359000,22:35:59,9
20/05/2022 08:21:24,QNCD3NFtji,20220517-17:59:59,Walking,1140000,00:19:00,4
20/05/2022 08:21:25,QNCD3NFtji,20220518-17:59:59,Unknown (unable to detect activity),83939000,23:18:59,6
